date,amount,direction,counterparty,counterparty_iban,description,reference,account_iban
2026-06-01,15000.00,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-0031,RE-2026-0031,DE89370400440532013000
2026-06-01,5676.10,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1064,RE-2026-1064,DE89370400440532013000
2026-06-02,10940.90,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1065,EK-2026-1065,DE89370400440532013000
2026-06-02,12000.00,debit,Salaries June,DE62370400440532013001,Wages and salaries June 2026,LG-2026-06,DE89370400440532013000
2026-06-02,6220.12,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1065,RE-2026-1065,DE89370400440532013000
2026-06-03,8763.16,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1066,EK-2026-1066,DE89370400440532013000
2026-06-03,6605.16,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1066,RE-2026-1066,DE89370400440532013000
2026-06-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications June,T-2026-06,DE89370400440532013000
2026-06-08,10890.35,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1067,EK-2026-1067,DE89370400440532013000
2026-06-08,8900.00,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-0033,RE-2026-0033,DE89370400440532013000
2026-06-08,8365.26,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1067,RE-2026-1067,DE89370400440532013000
2026-06-09,11166.56,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1068,EK-2026-1068,DE89370400440532013000
2026-06-09,8626.77,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1068,RE-2026-1068,DE89370400440532013000
2026-06-10,8753.03,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1069,EK-2026-1069,DE89370400440532013000
2026-06-10,8725.88,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1069,RE-2026-1069,DE89370400440532013000
2026-06-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity May 2026,RG-STW-052026,DE89370400440532013000
2026-06-15,9297.01,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1070,EK-2026-1070,DE89370400440532013000
2026-06-15,22000.00,credit,Nordwind Maritime GmbH,DE94200505500000778899,Down payment Project Gamma,PRJ-GAMMA-01,DE89370400440532013000
2026-06-15,12175.94,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1070,RE-2026-1070,DE89370400440532013000
2026-06-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent June 2026,RENT-2026-06,DE89370400440532013000
2026-06-16,9013.75,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1071,EK-2026-1071,DE89370400440532013000
2026-06-16,12002.65,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1071,RE-2026-1071,DE89370400440532013000
2026-06-17,13591.51,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1072,EK-2026-1072,DE89370400440532013000
2026-06-17,11666.66,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1072,RE-2026-1072,DE89370400440532013000
2026-06-18,5500.00,debit,Logistics Express Ltd,DE80200400600004444400,Freight May,LOG-2026-05,DE89370400440532013000
2026-06-22,9264.80,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1073,EK-2026-1073,DE89370400440532013000
2026-06-22,8764.12,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1073,RE-2026-1073,DE89370400440532013000
2026-06-23,8507.83,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1074,EK-2026-1074,DE89370400440532013000
2026-06-23,7992.38,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1074,RE-2026-1074,DE89370400440532013000
2026-06-24,11628.18,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1075,EK-2026-1075,DE89370400440532013000
2026-06-24,7078.12,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1075,RE-2026-1075,DE89370400440532013000
2026-06-26,9200.00,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-0038,RE-2026-0038,DE89370400440532013000
2026-06-29,8949.78,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1076,EK-2026-1076,DE89370400440532013000
2026-06-29,11448.33,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1076,RE-2026-1076,DE89370400440532013000
2026-06-30,10000.00,credit,Main Business Account,DE89370400440532013000,Transfer from main account,TRF-2026-06,DE35370400440532013002
2026-06-30,7918.02,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1077,EK-2026-1077,DE89370400440532013000
2026-06-30,10027.91,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1077,RE-2026-1077,DE89370400440532013000
2026-06-30,10000.00,debit,Reserve Account,DE35370400440532013002,Transfer to reserve,TRF-2026-06,DE89370400440532013000
2026-07-01,10019.61,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1078,EK-2026-1078,DE89370400440532013000
2026-07-01,8503.99,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1078,RE-2026-1078,DE89370400440532013000
2026-07-02,3800.00,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-0098,EK-2026-0098,DE89370400440532013000
2026-07-02,12000.00,debit,Salaries July,DE62370400440532013001,Wages and salaries July 2026,LG-2026-07,DE89370400440532013000
2026-07-03,4500.00,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-0039,RE-2026-0039,DE89370400440532013000
2026-07-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications July,T-2026-07,DE89370400440532013000
2026-07-06,9000.00,credit,Main Business Account,DE89370400440532013000,Transfer from main account,TRF-2026-07,DE08370400440532013003
2026-07-06,13562.26,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1079,EK-2026-1079,DE89370400440532013000
2026-07-06,14135.63,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1079,RE-2026-1079,DE89370400440532013000
2026-07-06,9000.00,debit,Tax Account,DE08370400440532013003,Transfer for VAT prepayment,TRF-2026-07,DE89370400440532013000
2026-07-07,11677.20,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1080,EK-2026-1080,DE89370400440532013000
2026-07-07,12035.99,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1080,RE-2026-1080,DE89370400440532013000
2026-07-08,6844.64,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1081,EK-2026-1081,DE89370400440532013000
2026-07-08,9877.93,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1081,RE-2026-1081,DE89370400440532013000
2026-07-10,14800.00,debit,Cologne Tax Office,DE02120300000000202051,VAT prepayment Q2 2026,UST-Q2-2026,DE08370400440532013003
2026-07-10,3400.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity June 2026,RG-STW-062026,DE89370400440532013000
2026-07-13,9725.76,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1082,EK-2026-1082,DE89370400440532013000
2026-07-13,7997.18,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1082,RE-2026-1082,DE89370400440532013000
2026-07-14,14984.93,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1083,EK-2026-1083,DE89370400440532013000
2026-07-14,13028.43,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1083,RE-2026-1083,DE89370400440532013000
2026-07-15,8884.42,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1084,EK-2026-1084,DE89370400440532013000
2026-07-15,10421.71,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1084,RE-2026-1084,DE89370400440532013000
2026-07-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent July 2026,RENT-2026-07,DE89370400440532013000
2026-07-17,6300.00,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-0045,RE-2026-0045,DE89370400440532013000
2026-07-20,12316.19,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1085,EK-2026-1085,DE89370400440532013000
2026-07-20,9885.79,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1085,RE-2026-1085,DE89370400440532013000
2026-07-21,8814.39,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1086,EK-2026-1086,DE89370400440532013000
2026-07-21,14201.24,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1086,RE-2026-1086,DE89370400440532013000
2026-07-21,4200.00,debit,Allianz Insurance,DE73200400600000200000,Business insurance Q3,VS-Q3-2026,DE89370400440532013000
2026-07-22,10210.79,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1087,EK-2026-1087,DE89370400440532013000
2026-07-22,11128.00,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1087,RE-2026-1087,DE89370400440532013000
2026-07-27,13267.87,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1088,EK-2026-1088,DE89370400440532013000
2026-07-27,13727.01,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1088,RE-2026-1088,DE89370400440532013000
2026-07-28,9511.84,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1089,EK-2026-1089,DE89370400440532013000
2026-07-28,9500.44,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1089,RE-2026-1089,DE89370400440532013000
2026-07-29,10236.75,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1090,EK-2026-1090,DE89370400440532013000
2026-07-29,13869.69,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1090,RE-2026-1090,DE89370400440532013000
2026-08-03,9121.32,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1091,EK-2026-1091,DE89370400440532013000
2026-08-03,14887.48,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1091,RE-2026-1091,DE89370400440532013000
2026-08-04,12731.52,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1092,EK-2026-1092,DE89370400440532013000
2026-08-04,10373.14,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1092,RE-2026-1092,DE89370400440532013000
2026-08-05,12945.21,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1093,EK-2026-1093,DE89370400440532013000
2026-08-05,13838.31,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1093,RE-2026-1093,DE89370400440532013000
2026-08-10,9380.02,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1094,EK-2026-1094,DE89370400440532013000
2026-08-10,9385.48,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1094,RE-2026-1094,DE89370400440532013000
2026-08-11,11761.88,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1095,EK-2026-1095,DE89370400440532013000
2026-08-11,12137.91,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1095,RE-2026-1095,DE89370400440532013000
2026-08-12,11430.50,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1096,EK-2026-1096,DE89370400440532013000
2026-08-12,15074.82,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1096,RE-2026-1096,DE89370400440532013000
2026-08-17,10606.90,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1097,EK-2026-1097,DE89370400440532013000
2026-08-17,13418.20,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1097,RE-2026-1097,DE89370400440532013000
2026-08-18,12319.86,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1098,EK-2026-1098,DE89370400440532013000
2026-08-18,15874.44,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1098,RE-2026-1098,DE89370400440532013000
2026-08-19,11539.09,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1099,EK-2026-1099,DE89370400440532013000
2026-08-19,9433.04,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1099,RE-2026-1099,DE89370400440532013000
